-1.738423600314611406e-01,-1.865831784636728941e-01
4.237045758799036221e-01,6.063770097938725456e-01
8.061827242225541035e-01,-8.162915923018676523e-02
-5.528202613924717568e-01,2.184788450223074108e-03
3.073490612701346159e-01,-5.068903679851359811e-01
-2.972952627410885285e-01,3.110492983853188065e-01
4.749300197850623295e-01,6.102561824118031275e-01
3.066998904426829764e-01,7.856994144670195190e-01
-8.177346650162040653e-01,-6.885896506949484852e-02
-7.619032647385213242e-01,-8.598774967714684081e-02
9.766344897897065724e-01,-1.277934661331934230e-01
-8.209437772347374374e-01,-4.726748629880292984e-01
-1.025648609548435175e-01,-2.603072217627402374e-01
-4.303951133276746610e-01,-2.676024649551189682e-02
-2.532730768135862398e-01,-9.348170033796439071e-01
-6.275285954648468500e-01,-3.330748061367507784e-01
-4.236136153641980595e-01,8.027255495930059048e-01
-3.845205554584392171e-01,4.854901133101598987e-01
-2.615148213061153637e-01,9.152466330472817102e-01
-8.141431151100226860e-01,-7.845577793388902599e-02
7.159293110674775917e-01,-2.953512354821088426e-01
-6.713059231616489431e-01,5.233501444145503001e-01
-1.059059838212399463e-01,-1.029633401763303535e-01
-6.928119155219860659e-01,5.227688544114439395e-01
-7.163365833809354211e-01,5.257196663908845213e-01
-6.298212790692914176e-02,7.523044300201995327e-01
-5.229060441771431478e-01,-3.012191323031583323e-01
-4.391760299106584053e-01,-2.672317531130448121e-01
-2.653350126454314672e-01,-6.846360802828415082e-01
3.842093780933286684e-01,-8.419291145836003132e-01
2.700268750602696777e-02,-7.765825851488834530e-01
2.194121186844195659e-01,-2.955496156288268672e-01
-3.485803533985656344e-01,1.399580410800278507e-01
4.711309605441007520e-01,-3.508797856758956168e-01
-3.150365013381217771e-02,6.777095310288272501e-01
3.857046973486342178e-01,5.642396141756385042e-01
5.707087138157147521e-01,-2.823063172810649224e-01
-4.375195547921004735e-01,3.274067877759567757e-02
4.650327605338349102e-01,5.750953645974576922e-01
5.152736802552877471e-01,4.689136486179876773e-01
6.744292815122727713e-01,5.281408233472018043e-01
5.515376604526120996e-01,5.897860815670001866e-01
8.072472425872652124e-01,-1.138176382443825130e-01
-7.265089960669623981e-01,-1.258929604841882988e-01
-8.679082360486902736e-01,-1.301752719352016197e-01
8.120794988810440262e-01,-5.493594864771926822e-01
-8.727653185819423953e-01,-2.399586383050815730e-01
5.689876022193893768e-01,4.278645565568457432e-01
-2.645854270332883562e-01,-6.375415184251393974e-01
1.883276199426855424e-01,-8.937636449125101468e-01
5.451492457156750238e-01,3.410917424290278444e-01
-7.504253138548502289e-01,-7.537856902415041027e-02
-2.086455022877564680e-02,5.301536745504458192e-01
5.114874513184213267e-01,-8.447928175408776497e-01
-6.761092755704123380e-01,-4.116133564420669799e-01
-1.904294288617776054e-01,1.457597049245724641e-01
5.103745040875751204e-01,6.517494677360446964e-01
-5.374638190909180047e-01,5.416775951624648311e-01
-4.102799242110546363e-01,2.133879068475044161e-01
-3.564913569809875504e-01,4.780848530960191134e-02
-7.390292276294008200e-01,3.085035934297968296e-01
4.993305069219957648e-01,3.781441699448169214e-01
-2.320394455377645659e-01,9.571247368794950638e-01
5.151144469810184923e-01,2.434708593241183827e-01
7.242848259009893042e-03,-7.695771193801228538e-01
1.214858855658786929e-01,6.227344381366053394e-01
-2.929172537990194503e-01,-6.584037116420700109e-01
2.520854705556820896e-01,4.462562514014467574e-02
1.315026578389675294e-01,6.864878237873495159e-02
1.905489943636515804e-01,-5.551468070670388943e-01
5.690399384646682712e-02,-8.207559675749502848e-01
2.637791543938343697e-01,7.687430166053532687e-02
9.084902197755124753e-01,3.551809277739343962e-01
3.757924104088594675e-02,-9.582910344788970747e-01
-1.941649104957974270e-01,8.706488840637232052e-01
-4.963837658910732475e-01,1.099374989715642403e-01
4.971455194773732877e-02,-9.651079914358668965e-01
-5.076313535108294417e-01,6.595698303052135447e-01
3.207091729881432762e-01,7.375797881524743804e-01
-6.198634749929003984e-01,-5.466991674890153696e-01
-3.327790890764195098e-01,4.097849459670666050e-02
-9.842380820792737683e-01,9.447624909006036020e-02
-6.320365983637834528e-01,4.645217905841112493e-01
-4.088827138498907221e-01,-7.701093644647385439e-01
-3.812418941997468558e-01,-1.648206237755387438e-01
3.828487542978000757e-01,-3.900472302685864534e-01
-2.137859623843765267e-01,4.380496858815321470e-01
-3.166989183995450041e-02,-4.376788460378500112e-01
-4.932476584867895308e-01,3.738699500850344304e-01
-3.731235185019770029e-01,-8.519467762662726873e-01
-2.316687757603321796e-01,-7.310653946806930925e-01
-3.190219773058875496e-01,-4.494025969514308105e-01
1.474568674574672222e-02,6.115616047158838331e-01
2.291574226660388902e-01,-9.656734513119791252e-01
4.939465061178682781e-02,9.893298291011272116e-01
-1.785794545492747076e-02,4.435289009853915498e-01
-6.555722643639378955e-01,2.674815531484542319e-01
5.613565012593335624e-01,-5.216448829968827194e-01
3.156539339864705696e-03,4.305072495655026810e-01
9.714421499276169047e-01,5.833909764913292051e-02
4.298383600545061523e-01,-6.698743393427391002e-01
-1.081193390796684195e-01,8.487090606759386535e-01
3.130920344817982315e-01,-7.698525657104293707e-02
5.490734509294856736e-01,-6.583597046623366200e-01
8.059124421444179287e-01,3.053278685060789588e-01
-2.213359225755910931e-01,2.880970191919383083e-01
-6.856200570757087220e-02,-3.200966142043326634e-01
-8.723506022300955287e-01,1.490872000976122269e-01
-2.972774749821414098e-01,2.370966593640093656e-01
8.478166944331972932e-01,-9.476356034996724631e-02
2.788860905757304387e-01,-2.776808468171458877e-01
6.724493221873422133e-01,3.558792298634485540e-01
2.789473557333319587e-01,-4.192313802128233569e-01
5.533777124386269897e-01,-2.746691810062462658e-02
5.060670016381936254e-01,-6.469503878203108904e-02
5.172135019230241770e-01,-8.092131232767216797e-01
-1.193583714680004348e-01,5.311564745588950309e-01
3.013487799447367443e-02,9.717032477186138273e-02
